nom_gare;code_uic;code_postal;total_voyageurs_2022;total_voyageurs_2021;total_voyageurs_2020;total_voyageurs_2019;total_voyageurs_2018;totalvoyageurs2017;total_voyageurs_2016;total_voyageurs_2015
Hazebrouck;286302;59190;1718996;1375261;1218094;1747596;1619445;1723580;1644597;1686138
Heiligenberg - Mollkirch;214627;67190;20988;19093;17456;26388;24619;25236;26880;26619
Hennebont;476259;56700;153087;107506;81304;120366;99670;108628;104904;106043
Herbitzheim;193672;67260;40427;45283;57339;48572;49621;56582;57424;56514
Héricy;682435;77850;46723;65517;26867;56569;57252;58225;58087;57934
Houdemont;141473;54180;11588;9155;6841;7963;6689;5519;4059;5255
Igney;144089;88150;18840;15286;12451;14274;9033;8477;11250;11153
Ille-sur-Têt;784561;66130;9957;5449;3518;1152;677;2075;2156;2307
Illfurth;182204;68720;68267;56796;49498;78865;72961;61441;52591;52073
Imphy;696450;58160;58517;34289;23676;44593;38022;41014;34098;39324
Isbergues;342279;62330;150580;118656;104530;175520;166535;180402;176030;196134
Issé;481622;44520;26374;19007;14172;20099;19694;24814;21193;21166
Issou - Porcheville;381574;78440;322803;308847;139822;211354;208966;208585;204045;201878
Istres;753418;13800;53969;37624;27559;55373;54825;56917;59418;75367
Itxassou;673665;64250;2006;0;10;255;135;75;39;21
Jaux;272013;60880;11822;8175;5339;9771;10167;11773;11966;13886
Joinville;175091;52300;63579;49377;39873;57765;53597;61577;63789;68019
Jouy;394155;28300;110910;85622;76843;95286;96491;110449;116412;118183
Jouy-en-Josas;393512;78350;683855;542195;308399;829498;833186;844660;840393;829490
Ker Lann;159947;35170;85456;66092;47823;71306;59354;60933;61896;63675
Kilstett;212324;67840;104003;82257;69558;96880;95551;94006;91727;96973
Kurtzenhouse;213660;67240;94909;80030;66860;101037;94148;97670;96678;103240
La Bâthie;741678;73540;106;239;43;100;96;144;49;64
La Baule-Escoublac;481754;44500;538604;433276;312631;468461;430546;456863;428078;401904
La Borne Blanche;276287;60560;140070;113513;95188;168264;175718;187219;192996;203215
La Bourboule;641464;63150;12072;11256;6258;9000;8185;9428;8857;10913
La Cave;595215;24200;1;3;4;8;5;22;20;330
La Chaussée-Saint-Victor;574251;41260;1511;868;897;2175;2513;2145;1395;1940
La Courneuve - Aubervilliers;271304;93120;11989659;10752022;7295836;14517022;14288840;14019873;13519983;13002415
La Crèche;485474;79260;24541;18345;15336;19339;12109;12038;11074;13394
La Croix de Méan;481689;44600;5910;4428;2737;3399;1643;1996;2802;3800
La Douzillère;009696;37300;9903;9147;7664;10886;11104;11507;13502;17749
La Ferté-Milon;116673;2460;133587;99496;72807;128417;119892;118228;120942;123281
La Fouillouse;726232;42480;13394;7312;5484;9693;6627;7385;5073;7065
La Grande-Paroisse;682476;77130;54790;40100;32594;66342;66702;65992;64845;63652
La Guierche;396036;72380;17497;11597;10322;25208;30191;32061;32008;30243
La Hume;582635;33470;159229;121084;94411;151361;125580;122964;119166;126981
La Jarrie;485185;17220;27766;17939;13853;18035;9346;6372;119;0
La Joux;746842;74400;494;272;217;330;370;202;239;322
La Loupe;394254;28240;550406;407134;319998;384503;350924;360154;359163;365054
La Madeleine;286187;59110;18027;12674;8254;9570;8509;10248;10580;11508
La Porcherie;592295;87380;4510;2804;3009;3740;2613;2569;4509;4962
La Rivière de Mansac;594416;19520;4610;1715;66;263;177;339;228;89
La Roche-sur-Yon;486019;85000;1107111;794116;571734;882383;847396;900931;874411;905764
La Tour-du-Pin;723478;38110;938021;726612;592483;894864;844473;862522;847323;820231
La Ville-Dieu-du-Temple;611459;82290;23006;18839;11941;11468;9992;10242;9073;11127
La Wantzenau;212316;67610;36686;30439;24431;48018;39613;40097;51688;49467
Labarthe-Inard;611129;31800;0;0;230;149;230;926;1310;962
Labège Village;612028;31670;8650;8633;8161;11329;9169;11923;13774;18291
Labergement-Sainte-Marie;715219;25160;11097;6856;5664;8043;7977;9101;11347;8873
Labouheyre;582551;40210;100803;74588;51758;73331;61925;59972;49775;50611
Laguépie;613471;82250;10284;6499;4219;5671;4258;4525;3845;4188
Lalinde;584441;24150;31670;22715;14034;14540;22985;22235;20266;22561
Lamagistère;611855;82360;22403;18406;14791;16800;18339;23252;21427;20983
Lamotte-Beuvron;543140;41600;253528;164103;138915;190629;180962;187384;191277;202074
Lancey;417501;38190;192991;128041;107318;170748;139352;140043;123117;124771
Landrecies;295642;59550;11225;11053;11742;20066;17320;18718;18121;18448
Landry;741777;73210;43236;22281;25802;36159;35932;36903;36051;34715
Langres;142091;52200;74633;52971;46127;81529;76980;83598;85182;90181
Lardy;545160;91510;351191;332153;205073;425172;432949;444831;446652;447043
Lathus-Saint-Rémy;575498;86390;1013;723;579;822;537;611;799;1099
Latour-de-Carol - Enveitg;611483;66760;76304;53545;37219;56705;47425;49671;48806;51611
Laveline-devant-Bruyères;144162;88600;4885;3270;3175;5376;11298;14006;13068;10706
Le Bousquet-d'Orb;781583;34260;2364;1217;663;1053;965;666;845;1279
Le Cateau-Cambrésis;295220;59360;32155;25044;25360;27490;21113;23327;23445;26810
Le Creusot;694000;71200;156503;114819;99609;137249;120327;122029;110612;112815
Le Creusot - Montceau-les-Mines - Montchanin TGV;694109;71210;653544;500230;393139;691000;688741;732662;723396;750269
Le Croisic;481788;44490;139448;109763;77541;116085;103756;113864;105241;97105
Le Fauga;611046;31410;73986;61949;47824;51144;52728;62201;53867;57731
Le Grand-Lemps;747220;38690;136252;100421;80000;103290;91910;87471;84438;90125
Le Méridien La Ferrière;721522;69260;136655;122081;124412;155019;148699;150003;135763;124009
Le Merlerault;444588;61240;6;5;17;726;521;483;593;573
Le Perray-en-Yvelines;393298;78610;591206;514506;354142;715156;733118;754939;761212;764750
Le Val d'Or;382366;92210;1848826;1548040;788261;1722096;1695453;1675790;1629247;1324800
Le Vert de Maisons;681247;94700;2529584;2027532;969205;3062538;3158156;3254355;3293224;3318507
Lépin-le-Lac - La Bauche;741439;73610;78670;48545;40970;56105;55118;63877;53151;60382
Les Bossons;746768;74400;5988;4746;4024;4044;4767;5833;6247;6857
Les Grésillons;272146;92230;2274636;1536083;1229850;2754273;2688760;2643726;2550407;2446842
Les Houches;746743;74310;22571;17801;14700;19061;19264;22584;22390;19240
Les Moussoux;746818;74400;2054;1993;1547;3100;3009;2507;2371;2264
Les Noues;276238;95190;1205683;1272141;773295;1461270;1539584;1618916;1674500;1724995
Les Quatre Roues;576181;41200;2428;557;276;309;36;76;594;2303
Les Tines;746834;74400;3703;2428;2133;2759;2767;2270;2590;2415
Les Trillers;641373;3190;760;634;723;1024;673;797;718;2143
Les Vallées;386300;92250;5077252;4068322;2124124;4283672;4280459;4265730;4185281;4079450
L'Hermitage - Mordelles;471060;35590;55145;37499;30059;45614;38393;39823;41127;41392
L'Hôpital-du-Grosbois;718528;25620;20109;16493;18707;20152;16125;17964;17010;17095
Liancourt - Rantigny;276212;60140;261503;205514;183338;290944;274179;295252;282746;276860
Libourne;584052;33500;1690650;1311984;986092;1468974;1239181;1329200;1317070;1286991
Liévin;345041;62800;38216;33095;33409;52898;47261;46384;36854;37700
Lille Europe;223263;59777;6056899;4337868;3303176;7754675;7696028;8314520;7780562;7846574
Lille Flandres;286005;59000;21992946;15935295;13906563;21809569;19284090;19793630;18418490;18780587
Lillers;342238;62190;173657;143653;124271;199562;210324;252496;254422;270760
Limersheim;212274;67150;92018;75186;65038;100755;95107;88136;82384;86933
Lison;447219;14330;222846;133948;95100;170736;190364;223467;209488;227865
Logelbach;182345;68124;34475;28695;22194;36187;32443;31769;31194;36040
Longages - Noé;611053;31410;126046;100384;77042;102160;85589;105821;99801;103280
Longecourt-en-Plaine;712620;21230;3284;2043;2912;4425;5133;7745;6576;6444
Longueil-Annel;272195;60150;23579;19333;13925;22887;22726;23440;21085;18279
Longuerue - Vieux-Manoir;411447;76750;11774;8076;7437;11158;11120;9873;11893;13770
Longueville;116137;77650;680603;660085;368201;824175;816896;818352;800623;780859
Lorient Bretagne Sud;476002;56100;1766624;1312177;962917;1390474;1222341;1243102;1165951;1184731
Louhossoa;673673;64250;0;195;390;498;498;498;493;484
Lourdes;671339;65100;453955;285481;199322;415327;375349;426612;406686;418492
Louveciennes;382457;78430;977571;827992;478388;1015247;1001155;993261;965641;949312
Luc-en-Diois;761874;26310;9479;5520;5810;8242;6384;7456;6251;5830
Luchon;611236;31110;42692;22608;22939;28744;23722;31900;35488;42046
Lunas;781575;34650;582;260;108;299;182;158;111;81
Lus-la-Croix-Haute;747667;26620;552;69;3261;5455;4526;5880;5329;5950
Lyon Part Dieu;723197;69003;36558465;26187679;19541666;32587523;32555240;34874317;32525629;32411748
Mâcon;725689;71000;1375848;1059294;839209;1230858;1134958;1222482;1148009;1239005
Magny - Blandainville;394429;28120;14061;8348;3076;4625;4639;2665;2565;1987
Maintenon;394130;28130;1352209;1080974;920336;1232897;1186265;1209835;1207819;1216557
Maisons-Laffitte;386425;78600;7964985;6034740;4048033;8594609;8358173;8149225;7842005;7549498
Mandelieu-la-Napoule;757591;6210;131714;91651;67170;121386;100620;140646;119908;133909
Mareil-sur-Mauldre;381715;78124;70521;76033;39174;85503;82238;79678;75375;71077
Margaux;581215;33460;47532;36102;27822;38867;27648;23835;21388;27136
Marignac - Saint-Béat;611194;31440;2436;1808;1574;2090;1606;2728;3911;4007
Marmagne;576132;18500;8259;5677;4351;6292;5714;6942;7274;6778
Marne-la-Vallée Chessy;111849;77700;4641120;3312209;2492919;5432886;5996489;6009276;5418784;5443822
Marseille Saint-Charles;751008;13232;16906447;13225716;9569704;14629257;13681361;14450431;13544008;13686954
Marseille-en-Beauvaisis;313726;60860;56797;41085;27336;28586;30307;34135;34684;34494
Martigny-les-Bains;144295;88320;11538;9880;5565;6953;10896;11297;11700;13316
Masseret;594820;19510;8126;6984;4637;5767;4757;5467;4781;6345
Meaux;116103;77100;7838001;8727614;649234;9490751;9260830;9061287;8698195;8321142
Mennecy;681411;91540;797420;1164793;367289;965477;1026207;1095707;1146510;1194181
Mennessis;296434;2700;12627;9494;6485;6698;8141;8656;8732;10404
Menton;756486;6500;1838470;1334327;1106504;1935727;1704152;1846053;1612481;1573073
Menton Garavan;756494;6500;253670;156927;107569;237138;196796;230197;210608;211987
Mérignac Arlac;278259;33000;88408;80857;64264;141346;108444;89808;76646;83656
Mervans;713701;71310;11555;7720;6217;9278;7265;7111;6259;7124
Metzervisse;191338;57940;3220;3597;3651;4874;4727;5608;6276;6867
Meudon Val Fleury;393082;92190;2389874;1323040;1222423;2893671;2940191;2996579;2998119;2982684
Mitry - Claye;271528;77290;2580330;2460460;1404440;2950501;3054942;3079825;3039545;2989451
Modane;742007;73500;216671;193963;163718;205104;205051;214537;194357;195519
Moissac;611889;82200;124171;87547;63551;77068;66280;83915;83344;81273
Molsheim;214577;67120;1655209;1381129;1221223;1584090;1552953;1605601;1564791;1552148
Monaco-Monte-Carlo;756403;98000;6560913;4935372;4085871;7534138;6302802;6588940;5730408;5848796
Montargis;684001;45200;1531226;1227739;1002392;1717950;1642327;1673680;1588939;1588011
Montataire;276618;60160;58123;42796;25650;42097;32123;33684;32742;26930
Montauban Ville Bourbon;611244;82000;1383328;1123736;835407;1048385;967481;1147797;1105851;1121171
Montaudran;612010;31000;67312;48367;32166;36930;22343;26320;26942;26387
Montbazon;571406;37250;9855;7251;7924;11899;9948;9619;11089;12330
Mont-Dauphin - Guillestre;763508;5600;79124;49257;51656;77673;70515;81597;83671;85980
Mont-de-Marsan;671016;40000;440531;341017;273230;355435;316906;317866;275100;280991
Montérolier - Buchy;411454;76680;28164;24783;25405;38036;33488;32289;31402;33569
Montfavet;765412;84140;27675;19097;13386;24245;23635;23364;20494;21094
Montferrand - Thoraise;718106;25320;4199;1544;2317;2778;2320;2582;2479;2296
Montfort-le-Gesnois;396291;72450;16743;11346;10933;34150;42605;45537;48805;50736
Montmédy;194209;55600;4704;2984;2001;5546;4739;7056;8207;9503
Montpon-Ménestérol;595322;24700;170416;139080;110935;162574;128349;139407;137303;134378
Montréjeau - Gourdan-Polignan;611152;31210;223810;136940;93978;113771;112009;158653;181147;176929
Montreuil;382879;78000;2010237;1897965;748793;2226698;2204405;2192249;2137642;2248554
Montreuil-Bellay;487637;49260;9781;6728;4470;6291;5807;5441;6366;7024
Montrichard;574855;41400;107575;89253;67643;89033;79629;84078;76917;74869
Montroc le Planet;746867;74400;5222;3434;2607;4393;4196;3327;3238;3052
Montry - Condé;116400;77450;42061;54070;23320;50924;54662;58286;61455;64462
Montsoult - Maffliers;276493;95560;1480901;1315810;768419;1492565;1571578;1604400;1579430;1547828
Montsûrs;478537;53150;25367;16191;12317;29501;40391;45273;43528;39516
Morez;715441;39400;37290;27532;20859;26948;22414;27014;26145;26514
Morgny-la-Pommeraye;411439;76750;28457;23328;19899;23642;21282;26118;28912;33072
Morhange;192286;57340;106556;86458;67681;95491;85641;94951;88379;92337
Morlaix;474338;29600;739465;563262;411383;607843;551004;580379;550739;543195
Morre;391300;25660;5988;3871;5818;8286;10191;10453;10325;11412
Mortcerf;116244;77163;127841;135903;75184;154778;141533;130839;118481;107069
Mouans-Sartoux;401323;6370;176431;143323;91143;165696;116753;41490;120438;126323
Moulis - Listrac;581231;33480;35916;25708;17758;28996;21411;17867;14069;17014
Moult - Argences;444190;14370;61050;46947;42302;65037;52825;54219;50359;52358
Muizon;171298;51140;116235;91852;80902;73393;65407;77331;82000;83049
Mulhouse Zu Rhein;472639;68200;0;0;0;0;0;0;0;0
Mundolsheim;212100;67450;67611;53029;41411;69281;65929;68210;79492;73530
Murat;645481;15300;13720;16795;11931;13215;16401;18840;18669;21430
Mutzig;214585;67190;244603;215725;195671;254037;244130;258725;244897;239957
Narbonne;781104;11100;2134281;1569858;1045543;1238902;1225596;1498171;1508061;1439839
Nemours - Saint-Pierre;684126;77140;1245506;1279368;772805;1507877;1532858;1565806;1563912;1561329
Neuville-sur-Sarthe;396028;72190;11720;8866;6595;10593;7929;8107;6604;7769
Nice;756056;6008;9397550;6631770;5221606;9517119;8415150;9028045;8030193;8394842
Nœux-les-Mines;342139;62390;81665;69560;60420;95971;89094;99258;97624;109714
Nogent - Le Perreux;113746;94130;3019593;3079817;2091668;4819859;4841770;4864227;4806191;4716682
Nogent-l'Artaud - Charly;116566;2310;450012;366146;283466;490265;440909;421798;380751;376537
Notre-Dame de Briançon;741694;73260;9145;6842;3517;5366;4143;5160;5457;5632
Nouvion-sur-Meuse;172213;8160;73643;55944;45387;45483;45054;55084;61589;60999
Nurieux-Volognat;743351;1760;12645;12886;9901;20701;18300;22712;23201;24107
Olette - Canaveilles;784728;66360;2807;2023;1991;1774;1005;1177;1266;1134
Origny-en-Thiérache;296145;2550;7732;9079;8383;5564;7553;11276;14697;14695
Ormoy-Villers;271585;60800;36319;37966;19872;34935;36850;39181;34870;31704
Ors;295667;59360;288;220;269;792;523;141;226;231
Ozoir-la-Ferrière;116020;77330;1757433;1914692;1129670;2409248;2409568;2429288;2396593;2353072
Pagny-sur-Meuse;175828;55190;6897;4676;3509;4708;3520;2801;2931;3962
Paimpol;473868;22500;79438;65144;52778;66268;59474;52887;42884;50181
Pamiers;611343;9100;358918;270418;178137;295200;267380;345524;341778;354474
Parempuyre;581710;33290;57109;35888;27698;52843;34682;23953;18296;19234
Paris Gare du Nord;271007;75010;211698470;126621006;92233317;244744368;244465576;247963153;242273091;238356138
Paris Montparnasse;391003;75015;56862435;41039816;32447396;61374056;59174533;57752742;55162747;55167664
Parthenay;487173;79200;3896;5953;6148;24252;31913;39519;40421;43508
Pas des Lanciers;753285;13700;115423;88083;71280;119491;111945;135334;132879;161199
Peltre;192203;57245;26353;20934;19134;27544;25365;26189;29581;33283
Péreire - Levallois;381012;75017;3719484;1495122;1599075;4503007;4649913;4850376;4948939;5021220
Pérenchies;286278;59840;74415;47076;45576;72519;71974;94338;99739;103683
Phalempin;286500;59133;238185;198097;205214;331190;304017;305952;273362;283486
Plénée-Jugon;473082;22640;13750;11303;8451;10722;8703;11477;12491;11362
Pleyber-Christ;474320;29410;6326;3102;2213;3067;1591;1793;2502;1978
Plounérin;473199;22780;1168;362;345;1281;888;817;588;620
Plouvara - Plerneuf;473132;22170;645;455;455;237;12;594;910;1176
Poissy;386573;78300;11163637;7308400;5232947;10787497;10810112;10895097;10764545;10598539
